text,label,subtype
"My mood moves between stress and calm regularly",mixed_balanced,fluctuating_mood
"I analyze situations long after they happen",anxiety_primary,overthinking
"I notice motivation dipping without clear reason",depression_primary,low_motivation
"I've been reflecting on how I handle stress",neutral,self_reflection
"I feel worried and low after busy days",mixed_anxiety_primary,worry_with_low_mood
"I feel tired and keep replaying worries",mixed_depression_primary,low_energy_overthinking
"I feel stress and low mood equally present",mixed_balanced,stress_and_low_mood_equal
"I feel unsure about upcoming choices",anxiety_primary,uncertainty
"I feel emotionally flat during conversations",depression_primary,emotional_flatness
"I might just be overwhelmed by everyday demands",neutral,everyday_stress
"I feel sadness tied to constant thinking",mixed_anxiety_primary,rumination_and_sadness
"I feel worried even when I feel low",mixed_depression_primary,sadness_with_worry
"My emotions feel hard to define",mixed_balanced,emotional_confusion
"I feel tightness when imagining future events",anxiety_primary,physical_tension
"I struggle to feel excited lately",depression_primary,loss_of_interest
"I've just been extra tired this week",neutral,temporary_tiredness
"I feel mentally drained and slightly sad",mixed_anxiety_primary,anxious_exhaustion
"I feel pessimistic thoughts alongside fatigue",mixed_depression_primary,pessimistic_anxiety
"My mood fluctuates gently day to day",mixed_balanced,fluctuating_mood
"I notice difficulty starting simple tasks",depression_primary,low_motivation
"I've been checking in with myself more often",neutral,reassurance_seeking
"I feel worry and sadness showing up together",mixed_anxiety_primary,worry_with_low_mood
"I feel low energy while thinking too much",mixed_depression_primary,low_energy_overthinking
"I feel equally stressed and emotionally low lately",mixed_balanced,stress_and_low_mood_equal
"I keep thinking about small mistakes I might have made earlier today",anxiety_primary,overthinking
"Some mornings I feel like nothing excites me, even little things I usually enjoy",depression_primary,loss_of_interest
"After a long day I just feel a bit tired, probably because of the workload",neutral,temporary_tiredness
"I notice a low mood creeping in when I also can’t stop worrying about tomorrow",mixed_anxiety_primary,worry_with_low_mood
"My energy feels drained but my thoughts won’t stop analyzing every detail",mixed_depression_primary,low_energy_overthinking
"My feelings swing a little each day and it’s hard to pinpoint why",mixed_balanced,fluctuating_mood
"I find myself anticipating problems that probably won’t happen",anxiety_primary,worry_future
"Lately I need extra effort just to start even small tasks",depression_primary,low_motivation
"I asked a friend if they ever feel this kind of mental fatigue",neutral,reassurance_seeking
"Some nights I lie awake thinking about what I should have done and feel sad",mixed_anxiety_primary,rumination_and_sadness
"I feel low while also imagining potential difficulties ahead",mixed_depression_primary,pessimistic_anxiety
"My mood feels confusing today; I can’t tell if I’m stressed or just off",mixed_balanced,emotional_confusion
"My shoulders feel tense whenever I think about work deadlines",anxiety_primary,physical_tension
"Even activities I normally enjoy feel a bit dull lately",depression_primary,emotional_flatness
"I’ve been reflecting more on how I handle small challenges",neutral,self_reflection
"I feel worn out from worrying but also a little sad at the same time",mixed_anxiety_primary,anxious_exhaustion
"My mind keeps analyzing everything while my energy feels low",mixed_depression_primary,low_energy_overthinking
"Some days I feel equally stressed and slightly down without reason",mixed_balanced,stress_and_low_mood_equal
"I replay conversations in my head, wondering if I overstepped",anxiety_primary,overthinking
"I don’t feel excited about hobbies recently, even though I still do them",depression_primary,loss_of_interest
"I might just be tired from a busy week, but I keep thinking about it",neutral,everyday_stress
"I feel anxious and slightly down in the evenings",mixed_anxiety_primary,worry_with_low_mood
"My energy is low while my thoughts fixate on what could go wrong",mixed_depression_primary,low_energy_overthinking
"My emotions are all over the place, and I can’t make sense of them",mixed_balanced,emotional_confusion
"I keep second-guessing choices I made earlier today",anxiety_primary,uncertainty
"Even simple chores feel like they take more effort than usual",depression_primary,low_motivation
"I’ve been thinking a lot about my reactions this week",neutral,self_reflection
"I feel mentally exhausted from worrying and a bit down as well",mixed_anxiety_primary,anxious_exhaustion
"I notice my mind focuses on negatives while my body feels drained",mixed_depression_primary,pessimistic_anxiety
"My mood shifts slightly throughout the day, and it’s hard to track",mixed_balanced,fluctuating_mood
"I keep imagining worst-case scenarios in my head",anxiety_primary,worry_future
"I feel less interested in things that normally bring me joy",depression_primary,loss_of_interest
"I asked a friend if they feel overwhelmed sometimes too",neutral,reassurance_seeking
"I feel tension and low mood blending together lately",mixed_anxiety_primary,rumination_and_sadness
"My energy is low while I worry about what’s coming next",mixed_depression_primary,pessimistic_anxiety
"I feel both stressed and slightly down equally today",mixed_balanced,stress_and_low_mood_equal
"I worry about choices that haven’t even happened yet",anxiety_primary,uncertainty
"I struggle to feel motivated even for small tasks",depression_primary,low_motivation
"I’ve been reflecting on whether stress is affecting me more than usual",neutral,self_reflection
"I feel sad while my thoughts race constantly",mixed_anxiety_primary,anxious_exhaustion
"I notice low energy and negative thinking overlapping",mixed_depression_primary,low_energy_overthinking
"My emotions swing between okay and slightly low throughout the day",mixed_balanced,fluctuating_mood
"My mind keeps going over decisions I already made",anxiety_primary,overthinking
"I feel emotionally flat some mornings even after rest",depression_primary,emotional_flatness
"I might just be experiencing normal tiredness lately",neutral,temporary_tiredness
"I feel anxious thoughts and sadness together in the evening",mixed_anxiety_primary,rumination_and_sadness
"My thoughts are pessimistic while my energy feels low",mixed_depression_primary,pessimistic_anxiety
"My mood feels mixed and hard to label lately",mixed_balanced,emotional_confusion
"I tense up thinking about upcoming plans",anxiety_primary,physical_tension
"I find it harder to get excited about weekend activities",depression_primary,loss_of_interest
"I’ve been more tired than usual but it might just be the week",neutral,temporary_tiredness
"I feel mentally drained and a little sad from overthinking",mixed_anxiety_primary,anxious_exhaustion
"I notice my mind focuses on negative outcomes while I’m low on energy",mixed_depression_primary,pessimistic_anxiety
"My emotions feel balanced between stress and low mood today",mixed_balanced,stress_and_low_mood_equal
"I keep imagining problems that probably won’t happen",anxiety_primary,worry_future
"I notice motivation fading even for small tasks",depression_primary,low_motivation
"I asked a friend if it’s normal to feel drained after work",neutral,reassurance_seeking
"I feel worry and low mood sitting together recently",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I analyze everything that could go wrong",mixed_depression_primary,low_energy_overthinking
"My feelings feel hard to categorize lately",mixed_balanced,emotional_confusion
"I second-guess choices long after I make them",anxiety_primary,overthinking
"I feel less enjoyment from hobbies recently",depression_primary,loss_of_interest
"I’ve been reflecting on small frustrations more than usual",neutral,self_reflection
"I feel mentally exhausted from worrying about small things",mixed_anxiety_primary,anxious_exhaustion
"I notice my thoughts drift toward negatives while I feel tired",mixed_depression_primary,pessimistic_anxiety
"My mood fluctuates gently across the day",mixed_balanced,fluctuating_mood
"I imagine what could go wrong tomorrow",anxiety_primary,worry_future
"I struggle to start simple projects lately",depression_primary,low_motivation
"I keep checking if my reactions are normal",neutral,reassurance_seeking
"I feel anxious and low together in the evenings",mixed_anxiety_primary,worry_with_low_mood
"My energy is low while I overthink things",mixed_depression_primary,low_energy_overthinking
"My mood is evenly split between feeling stressed and down",mixed_balanced,stress_and_low_mood_equal
"I keep analyzing small interactions long after they happen",anxiety_primary,overthinking
"I notice emotional flatness even when good things happen",depression_primary,emotional_flatness
"I might just be under normal daily stress",neutral,everyday_stress
"I feel worn out from thinking and also slightly sad",mixed_anxiety_primary,anxious_exhaustion
"I feel low energy and worry at the same time",mixed_depression_primary,low_energy_overthinking
"My mood changes subtly throughout the day",mixed_balanced,fluctuating_mood
"I feel unsure about even small plans",anxiety_primary,uncertainty
"I struggle to feel motivated for everyday tasks",depression_primary,low_motivation
"I’ve been reflecting on how I handle normal stress",neutral,self_reflection
"I feel a mix of worry and sadness tonight",mixed_anxiety_primary,rumination_and_sadness
"My thoughts turn pessimistic when I feel low",mixed_depression_primary,pessimistic_anxiety
"My emotions feel hard to understand lately",mixed_balanced,emotional_confusion
"I notice tension in my shoulders whenever I think about next week",anxiety_primary,physical_tension
"I feel slower to start activities I normally enjoy",depression_primary,low_motivation
"I might just be tired from a busy few days",neutral,temporary_tiredness
"I feel mentally drained and sad after overthinking",mixed_anxiety_primary,anxious_exhaustion
"My energy is low while I keep thinking about what could go wrong",mixed_depression_primary,pessimistic_anxiety
"My mood swings subtly between calm and slightly down",mixed_balanced,fluctuating_mood
"I keep imagining all the possible ways plans could fail",anxiety_primary,worry_future
"I don’t feel motivated to complete even small tasks",depression_primary,low_motivation
"I’ve been checking in with myself about normal stress levels",neutral,self_reflection
"I feel both anxious and low in the evenings",mixed_anxiety_primary,worry_with_low_mood
"I notice my thoughts go negative while my body feels drained",mixed_depression_primary,low_energy_overthinking
"My emotions feel confusing and blended today",mixed_balanced,emotional_confusion
"I replay what I said in conversations earlier and worry about it",anxiety_primary,overthinking
"I feel emotionally flat some mornings",depression_primary,emotional_flatness
"I might just be dealing with normal life pressure lately",neutral,everyday_stress
"I feel worried and a little sad at the same time",mixed_anxiety_primary,rumination_and_sadness
"My thoughts are pessimistic while I feel low energy",mixed_depression_primary,pessimistic_anxiety
"My mood feels mixed and hard to label",mixed_balanced,emotional_confusion
"My stomach gets tight when I think about upcoming plans",anxiety_primary,physical_tension
"I find it harder to enjoy hobbies recently",depression_primary,loss_of_interest
"I’ve been more tired than usual but it seems normal",neutral,temporary_tiredness
"I feel mentally exhausted and sad after constant thinking",mixed_anxiety_primary,anxious_exhaustion
"My thoughts focus on negative outcomes while I feel drained",mixed_depression_primary,pessimistic_anxiety
"My mood shifts gently throughout the day",mixed_balanced,fluctuating_mood
"I keep worrying about problems that might not even happen",anxiety_primary,worry_future
"I notice my motivation dipping even for simple tasks",depression_primary,low_motivation
"I asked a friend if they feel overwhelmed like this sometimes",neutral,reassurance_seeking
"I feel worry and low mood at the same time",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I analyze possible mistakes",mixed_depression_primary,low_energy_overthinking
"My feelings feel hard to sort out lately",mixed_balanced,emotional_confusion
"I second-guess choices I already made",anxiety_primary,overthinking
"Even activities I usually enjoy feel less interesting",depression_primary,loss_of_interest
"I’ve been reflecting on small frustrations lately",neutral,self_reflection
"I feel mentally drained from worrying too much",mixed_anxiety_primary,anxious_exhaustion
"My thoughts turn negative while my energy is low",mixed_depression_primary,pessimistic_anxiety
"My mood swings subtly across the day",mixed_balanced,fluctuating_mood
"I imagine what might go wrong in the near future",anxiety_primary,worry_future
"I notice starting tasks feels unusually difficult",depression_primary,low_motivation
"I’ve been asking myself if I’m just overthinking",neutral,reassurance_seeking
"I feel anxious and low together recently",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I overthink everything",mixed_depression_primary,low_energy_overthinking
"My mood is balanced between feeling stressed and down",mixed_balanced,stress_and_low_mood_equal
"I keep analyzing tiny mistakes from earlier today",anxiety_primary,overthinking
"I feel emotionally flat even during positive moments",depression_primary,emotional_flatness
"I might just be experiencing normal stress lately",neutral,everyday_stress
"I feel worn out from thinking and also slightly sad",mixed_anxiety_primary,anxious_exhaustion
"My energy is low and I keep overanalyzing situations",mixed_depression_primary,low_energy_overthinking
"My mood changes gently throughout the day",mixed_balanced,fluctuating_mood
"I feel unsure about minor decisions lately",anxiety_primary,uncertainty
"I notice reduced motivation for small daily tasks",depression_primary,low_motivation
"I’ve been reflecting on how I handle everyday stress",neutral,self_reflection
"I feel worry and sadness showing up together",mixed_anxiety_primary,rumination_and_sadness
"My thoughts turn pessimistic when I feel drained",mixed_depression_primary,pessimistic_anxiety
"My emotions feel difficult to understand today",mixed_balanced,emotional_confusion
"I notice tension in my body when thinking about upcoming responsibilities",anxiety_primary,physical_tension
"I find it harder to enjoy normal hobbies lately",depression_primary,loss_of_interest
"I’ve been more tired than usual this week",neutral,temporary_tiredness
"I feel mentally exhausted from thinking and slightly sad",mixed_anxiety_primary,anxious_exhaustion
"My mind drifts toward negative outcomes while my energy is low",mixed_depression_primary,pessimistic_anxiety
"My mood feels evenly split between stress and low mood",mixed_balanced,stress_and_low_mood_equal
"I replay possible problems that probably won’t happen",anxiety_primary,worry_future
"I notice motivation dipping even for routine tasks",depression_primary,low_motivation
"I asked a friend if it’s normal to feel drained after a long day",neutral,reassurance_seeking
"I feel worried and low at the same time lately",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I keep analyzing everything",mixed_depression_primary,low_energy_overthinking
"My emotions are hard to categorize today",mixed_balanced,emotional_confusion
"I keep doubting choices I already made",anxiety_primary,overthinking
"I feel less excitement from hobbies lately",depression_primary,loss_of_interest
"I’ve been reflecting on minor frustrations more than usual",neutral,self_reflection
"I feel mentally drained and slightly sad from overthinking",mixed_anxiety_primary,anxious_exhaustion
"My thoughts drift toward negative possibilities while I’m low on energy",mixed_depression_primary,pessimistic_anxiety
"My mood gently fluctuates across the day",mixed_balanced,fluctuating_mood
"I keep imagining problems that are unlikely to happen",anxiety_primary,worry_future
"I notice starting even small tasks feels challenging",depression_primary,low_motivation
"I keep checking if my reactions are typical",neutral,reassurance_seeking
"I feel anxious and low at the same time",mixed_anxiety_primary,worry_with_low_mood
"My energy feels drained while I analyze everything",mixed_depression_primary,low_energy_overthinking
"My mood is split evenly between stress and low mood",mixed_balanced,stress_and_low_mood_equal
"I replay small mistakes in my head repeatedly",anxiety_primary,overthinking
"I feel emotionally flat even with good news",depression_primary,emotional_flatness
"I might just be under normal daily stress",neutral,everyday_stress
"I feel mentally exhausted from worrying",mixed_anxiety_primary,anxious_exhaustion
"I feel low energy while focusing on negatives",mixed_depression_primary,pessimistic_anxiety
"My mood changes subtly during the day",mixed_balanced,fluctuating_mood
"I feel uncertain about minor plans",anxiety_primary,uncertainty
"I struggle to find motivation for simple tasks",depression_primary,low_motivation
"I’ve been reflecting on how I handle typical stress",neutral,self_reflection
"I feel a mix of worry and sadness in the evenings",mixed_anxiety_primary,rumination_and_sadness
"My thoughts feel pessimistic when I’m low on energy",mixed_depression_primary,pessimistic_anxiety
"My emotions feel difficult to sort out today",mixed_balanced,emotional_confusion
"I notice physical tension when thinking about responsibilities",anxiety_primary,physical_tension
"I feel less enjoyment from normal hobbies recently",depression_primary,loss_of_interest
"I’ve been more tired than usual lately",neutral,temporary_tiredness
"I feel mentally exhausted and slightly sad from thinking",mixed_anxiety_primary,anxious_exhaustion
"My mind keeps drifting to negative possibilities while I feel low",mixed_depression_primary,pessimistic_anxiety
"My mood is balanced between stress and low mood right now",mixed_balanced,stress_and_low_mood_equal
"I keep thinking about the conversation I had this morning and I can’t help but wonder if I said something wrong",anxiety_primary,overthinking
"Even though I know I have free time this weekend, I just can’t bring myself to feel motivated to do anything I usually enjoy",depression_primary,low_motivation
"After a long day I feel tired in a way that makes me question if I’m just overworking myself or if it’s normal",neutral,temporary_tiredness
"Lately I notice that when I start worrying about what might happen tomorrow it also drags my mood down more than usual",mixed_anxiety_primary,worry_with_low_mood
"My mind feels drained from thinking about every little detail today while my energy is unusually low",mixed_depression_primary,low_energy_overthinking
"My emotions seem to shift from calm to slightly down several times in a single day and I’m not sure why",mixed_balanced,fluctuating_mood
"I find myself imagining scenarios that probably won’t happen but I can’t stop thinking about them",anxiety_primary,worry_future
"Even doing simple tasks like getting ready in the morning feels like it takes more effort than I expected",depression_primary,low_motivation
"I asked a friend if they ever feel mentally drained in the evenings and it made me wonder if I’m overreacting",neutral,reassurance_seeking
"Some nights I lie awake thinking about what I should have done differently and it leaves me feeling slightly sad",mixed_anxiety_primary,rumination_and_sadness
"My mood dips a little while I keep imagining problems that might arise later in the week",mixed_depression_primary,pessimistic_anxiety
"Today my feelings are all over the place and I can’t tell if I’m more stressed or just emotionally off",mixed_balanced,emotional_confusion
"I notice that my shoulders get tense whenever I start thinking about deadlines coming up",anxiety_primary,physical_tension
"Even hobbies I usually enjoy feel kind of dull and it makes me wonder if my motivation is just off",depression_primary,emotional_flatness
"I’ve been reflecting on the way I handle small frustrations and wondering if that’s normal",neutral,self_reflection
"I feel mentally drained from constant worrying while also feeling a little sad without a clear reason",mixed_anxiety_primary,anxious_exhaustion
"My thoughts keep analyzing small mistakes I made earlier and I feel my energy slipping at the same time",mixed_depression_primary,low_energy_overthinking
"My mood seems to swing subtly from calm to slightly low throughout the day and it leaves me uncertain about how I feel",mixed_balanced,fluctuating_mood
"I replay conversations I had earlier and keep wondering if I should have acted differently",anxiety_primary,overthinking
"Lately even things I normally like doing don’t bring me the same sense of interest as before",depression_primary,loss_of_interest
"I might just be tired from a busy week but I keep thinking about whether my feelings are normal",neutral,temporary_tiredness
"I notice that during the evenings I feel anxious thoughts mixed with a low mood that seems hard to shake",mixed_anxiety_primary,worry_with_low_mood
"My energy is low and my mind keeps dwelling on what could go wrong next week",mixed_depression_primary,low_energy_overthinking
"Today my emotions feel mixed and hard to make sense of, leaving me unsure how I should react",mixed_balanced,emotional_confusion
"I keep second-guessing choices I made earlier and it keeps my mind busy for hours",anxiety_primary,uncertainty
"Even completing simple chores feels like a struggle because I just don’t have the motivation I used to",depression_primary,low_motivation
"I’ve been thinking a lot about how I handle daily stress and whether it’s affecting me more than usual",neutral,self_reflection
"I feel emotionally drained from worrying about multiple small things while also feeling a little sadness",mixed_anxiety_primary,anxious_exhaustion
"My thoughts seem to focus on negative possibilities even when I feel low on energy",mixed_depression_primary,pessimistic_anxiety
"My mood changes subtly several times in a day and I can’t figure out why I feel this way",mixed_balanced,fluctuating_mood
"I keep imagining worst-case scenarios even when there’s nothing immediate to worry about",anxiety_primary,worry_future
"Starting everyday tasks feels more difficult than it should, and I can’t quite figure out why",depression_primary,low_motivation
"I asked a close friend if they ever feel this drained and I started wondering if I’m overthinking",neutral,reassurance_seeking
"Lately I feel anxious thoughts lingering while a low mood stays with me longer than usual",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I keep replaying conversations and imagining what could go wrong",mixed_depression_primary,low_energy_overthinking
"My emotions are hard to label today and I feel confused about whether I’m more stressed or just off",mixed_balanced,emotional_confusion
"I replay small interactions repeatedly in my head, wondering if I handled them correctly",anxiety_primary,overthinking
"I feel emotionally flat even when something nice happens, which makes me question my motivation",depression_primary,emotional_flatness
"I might just be experiencing a bit more tiredness than usual and I wonder if it will pass soon",neutral,temporary_tiredness
"I feel mentally exhausted and a little down from thinking about too many small things",mixed_anxiety_primary,anxious_exhaustion
"My thoughts drift toward negative outcomes and I notice my energy levels dropping at the same time",mixed_depression_primary,pessimistic_anxiety
"My mood feels uneven and I can’t tell if it’s stress or low mood causing it",mixed_balanced,emotional_confusion
"My shoulders feel tight whenever I think about what I need to do tomorrow",anxiety_primary,physical_tension
"I find it hard to get excited about things I usually enjoy even though I know they are fun",depression_primary,loss_of_interest
"I’ve been more tired than usual but I think it’s just the busy week catching up with me",neutral,temporary_tiredness
"I feel mentally drained while also noticing a small sadness creeping in during the day",mixed_anxiety_primary,anxious_exhaustion
"My thoughts feel pessimistic while my energy is lower than usual",mixed_depression_primary,pessimistic_anxiety
"My mood swings gently throughout the day and I can’t really identify why I feel that way",mixed_balanced,fluctuating_mood
"I keep imagining problems for upcoming plans that probably won’t even happen",anxiety_primary,worry_future
"I notice it takes extra effort to start even small tasks and I wonder if that’s normal",depression_primary,low_motivation
"I asked someone if they also feel drained at the end of the day, which made me question myself",neutral,reassurance_seeking
"Lately I feel worry and a low mood sitting together and it’s hard to shake",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while I think through everything that might go wrong",mixed_depression_primary,low_energy_overthinking
"My feelings are hard to sort out and I can’t tell whether I’m stressed or just off",mixed_balanced,emotional_confusion
"I keep doubting my choices even though they were small decisions",anxiety_primary,overthinking
"Even activities I usually enjoy feel less engaging and it leaves me wondering about my motivation",depression_primary,loss_of_interest
"I’ve been reflecting on minor frustrations more than usual and questioning if that’s normal",neutral,self_reflection
"I feel drained from thinking too much and notice a low mood at the same time",mixed_anxiety_primary,anxious_exhaustion
"My thoughts become negative while my energy drops, and I feel a little helpless",mixed_depression_primary,pessimistic_anxiety
"My mood shifts subtly throughout the day, and it makes it hard to know how I really feel",mixed_balanced,fluctuating_mood
"I keep worrying about things that probably won’t happen tomorrow",anxiety_primary,worry_future
"Starting small projects feels unusually hard lately, and I wonder why I’m struggling",depression_primary,low_motivation
"I’ve been asking myself if I’m overreacting to normal stress, and it leaves me unsure",neutral,reassurance_seeking
"I feel anxious and a bit sad together, and it lingers longer than I expect",mixed_anxiety_primary,worry_with_low_mood
"My energy is low while my mind focuses on what could go wrong in small situations",mixed_depression_primary,low_energy_overthinking
"My emotions feel balanced between stress and low mood, but I can’t quite explain why",mixed_balanced,stress_and_low_mood_equal
"I replay small moments from earlier conversations and worry that I said the wrong thing",anxiety_primary,overthinking
"I feel emotionally flat even during moments I expect to enjoy, and it makes me question my motivation",depression_primary,emotional_flatness
"I might just be tired from normal activity, but I keep wondering if it’s something more",neutral,temporary_tiredness
"I feel mentally exhausted from worrying and it leaves me feeling a little sad",mixed_anxiety_primary,anxious_exhaustion
"My thoughts turn pessimistic while my energy feels unusually low",mixed_depression_primary,pessimistic_anxiety
"My mood shifts subtly throughout the day and it leaves me confused about my emotions",mixed_balanced,emotional_confusion
"I notice tension in my body whenever I think about upcoming responsibilities",anxiety_primary,physical_tension
"I feel less excited about hobbies I usually enjoy and it’s making me question why",depression_primary,loss_of_interest
"I’ve been more tired than usual this week, but I think it’s just normal",neutral,temporary_tiredness
"I feel drained from thinking constantly and also notice a low mood lingering",mixed_anxiety_primary,anxious_exhaustion
"My energy drops while my thoughts focus on negative possibilities, and it feels discouraging",mixed_depression_primary,pessimistic_anxiety
"My mood feels evenly split between stress and low mood, leaving me unsure how to describe it",mixed_balanced,stress_and_low_mood_equal
"Sometimes I catch myself overthinking every tiny decision I make and I wonder if it’s just me being paranoid or if I’m missing something important",anxiety_primary,overthinking
"I feel really drained today even though I slept well, and I’m not sure if it’s just a phase or something I should pay attention to",neutral,temporary_tiredness
"Most mornings I struggle to find any motivation to start my day, and I keep asking myself if this is normal or a sign that I’m just lazy",depression_primary,low_motivation
"Lately I can’t stop worrying about what might go wrong next week and it’s exhausting me mentally, even though I know most things are fine",anxiety_primary,worry_future
"I feel a mix of sadness and worry at the same time and it’s hard to tell whether I’m more tired of feeling down or just anxious about the future",mixed_depression_primary,sadness_with_worry
"Even when I’m doing routine tasks, I notice tension in my shoulders and jaw, and I wonder if I’m holding onto stress without realizing it",anxiety_primary,physical_tension
"Some days I feel completely flat emotionally, like nothing excites me, and I question if I’m just in a weird mood or if it’s something more",depression_primary,emotional_flatness
"I often lie awake thinking about all the things I could have done differently and it makes it hard to feel at peace with myself",mixed_anxiety_primary,rumination_and_sadness
"There are moments where I’m okay but then I start doubting my choices and it feels like my mind can’t settle on anything",mixed_balanced,emotional_confusion
"Sometimes I get tired very quickly after work and it makes me question if I’m overextending myself or just naturally low on energy",neutral,temporary_tiredness
"I can’t help but worry about small social situations and replay conversations in my head, wondering if I said the wrong thing",anxiety_primary,overthinking
"Even though I’m busy with normal routines, I feel a lingering sadness that I can’t quite explain, and I wonder if it’s just stress",depression_primary,loss_of_interest
"I feel anxious and low at the same time, like my mind won’t stop racing but my energy is completely gone",mixed_anxiety_primary,anxious_exhaustion
"Some days I can’t tell whether I’m more stressed about tomorrow or just feeling down for no reason at all",mixed_balanced,fluctuating_mood
"I spend a lot of time worrying about minor mistakes I might make at work and it’s hard to relax even at home",anxiety_primary,uncertainty
"I notice myself feeling disconnected from things I usually enjoy and I wonder if it’s temporary or if I’m losing interest",depression_primary,loss_of_interest
"I feel sad and anxious at the same time when I think about upcoming responsibilities, and it’s hard to focus on anything else",mixed_depression_primary,pessimistic_anxiety
"Sometimes I find myself overanalyzing every comment people make around me and I can’t tell if I’m just sensitive or genuinely missing cues",anxiety_primary,overthinking
"I worry about whether my tiredness is normal or if I’m overdoing things, even though I try to rest properly",neutral,self_reflection
"My mood swings a lot during the day and I can’t always tell if it’s because of stress or just random fluctuations",mixed_balanced,stress_and_low_mood_equal
"Even small tasks feel heavy sometimes and I have to push myself to get through the day, which leaves me questioning if I’m just lazy",depression_primary,low_motivation
"I keep thinking about all the things that could go wrong in the near future, and it makes my chest feel tight and restless",anxiety_primary,physical_tension
"There are times I feel sad and worried simultaneously, and I can’t decide if I should try to distract myself or just accept it",mixed_depression_primary,sadness_with_worry
"I sometimes feel exhausted from worrying about so many minor details that I forget to enjoy the moment",mixed_anxiety_primary,anxious_exhaustion
"Even when I try to take it easy, I notice my thoughts keep jumping from one worry to another, and I wonder if that’s normal",anxiety_primary,overthinking
"My energy feels low today and I can’t tell if it’s just fatigue or a reflection of my mood",neutral,reassurance_seeking
"I spend a lot of time reflecting on whether I’m doing enough in my personal life, and it sometimes leaves me feeling down",neutral,self_reflection
"Some days I can’t seem to care about hobbies I used to enjoy, and I wonder if it’s just a phase or something deeper",depression_primary,loss_of_interest
"I feel a strange combination of being worried about work and feeling sad about personal things, and it’s confusing to navigate",mixed_balanced,emotional_confusion
"Most nights I wake up thinking about what I might have done wrong or forgotten, and it makes it hard to sleep peacefully",anxiety_primary,overthinking
"I get moments where I feel low energy but also anxious about upcoming deadlines, and it’s hard to manage either feeling",mixed_depression_primary,low_energy_overthinking
"I often notice tension in my body when I sit at my desk for long periods, and I can’t tell if it’s just posture or stress",anxiety_primary,physical_tension
"There are times I feel perfectly fine but then a wave of doubt hits me about whether I’m handling life correctly",neutral,everyday_stress
"Even though I try to relax, I keep thinking about what might happen next week and it prevents me from enjoying the present",anxiety_primary,worry_future
"My mood feels off lately, shifting from fine to down for no clear reason, and I can’t quite explain it",mixed_balanced,fluctuating_mood
"I notice that my motivation dips randomly during the day and I question if I’m being productive enough",depression_primary,low_motivation
"Sometimes I get both sad and anxious when thinking about my social life, and I can’t tell which feeling is stronger",mixed_anxiety_primary,worry_with_low_mood
"I feel exhausted after overthinking minor interactions, and it leaves me with little energy for the rest of the day",mixed_anxiety_primary,anxious_exhaustion
"Even routine chores seem like a struggle and I wonder if it’s just tiredness or a more persistent lack of interest",depression_primary,loss_of_interest
"My mind keeps spinning about what could go wrong, even when I logically know everything is fine",anxiety_primary,uncertainty
"I notice that I can’t focus on my usual hobbies and that it makes me question if I’m losing interest in them",depression_primary,loss_of_interest
"Sometimes I feel both anxious about the future and sad about the past, and it’s hard to separate these feelings",mixed_depression_primary,sadness_with_worry
"Even when things are calm, I feel an internal tension that I can’t shake, like my body is alert for no reason",anxiety_primary,physical_tension
"There are days where I feel emotionally flat and also slightly worried, and I can’t tell which feeling is dominant",mixed_balanced,stress_and_low_mood_equal
"I wonder if I’m just being sensitive when I notice myself overthinking conversations or decisions",neutral,self_reflection
"My mood seems low but also jumps around during the day, and I can’t predict what will trigger it",mixed_balanced,fluctuating_mood
"I spend a lot of time ruminating on small errors and it leaves me feeling both anxious and down",mixed_anxiety_primary,rumination_and_sadness
"Sometimes I feel completely drained from work and social obligations, and I question if it’s normal tiredness or something more",neutral,temporary_tiredness
"I feel anxious and low at the same time about upcoming tasks, and it’s difficult to prioritize anything",mixed_anxiety_primary,worry_with_low_mood
"Even small setbacks make me question my abilities and I wonder if I’m overreacting or if I should be concerned",anxiety_primary,uncertainty
"I notice that I can’t get excited about things I usually enjoy, and it leaves me reflecting on whether it’s just a phase",depression_primary,emotional_flatness
"My mind keeps returning to what could go wrong tomorrow, and I feel a low-level tension I can’t ignore",anxiety_primary,worry_future
"There are moments when I feel both sad and anxious, and I can’t tell if it’s stress or just a temporary low mood",mixed_depression_primary,pessimistic_anxiety
"Sometimes I feel physically tense without realizing it, and it makes me wonder if my stress is more than I think",anxiety_primary,physical_tension
"I have periods where I just don’t feel like engaging with anything, and it leaves me questioning if I’m losing interest",depression_primary,loss_of_interest
"Even when I try to rest, my thoughts keep racing through every possible mistake I might have made",anxiety_primary,overthinking
"I notice fluctuations in my mood that leave me unsure whether I’m genuinely sad or just tired",mixed_balanced,fluctuating_mood
"I feel low energy after overthinking situations, and it makes me question if I should do something or just wait it out",mixed_depression_primary,low_energy_overthinking
"Some days I feel anxious about the future but also have moments of mild sadness, and it’s hard to untangle",mixed_depression_primary,sadness_with_worry
"I can’t seem to stop analyzing every minor social interaction and it leaves me feeling drained",anxiety_primary,overthinking
